target,bit_index,bit,count0,count1,mean_if_0,mean_if_1,contribution_if_0,contribution_if_1,effect_1_minus_0,abs_effect,global_mean
official_property_contribution,86,bit_86,9587,20413,0.6297751596296618,0.5567049796279333,0.049719386145842814,-0.023350793855885676,-0.07307018000172849,0.07307018000172849,0.580055773483819
official_property_contribution,87,bit_87,12673,17327,0.5685448646235038,0.5884748736157964,-0.011510908860315139,0.008419100131977442,0.01993000899229258,0.01993000899229258,0.580055773483819
official_property_contribution,88,bit_88,15380,14620,0.5887196674007085,0.5709414993085957,0.008663893916889487,-0.009114274175223258,-0.017778168092112745,0.017778168092112745,0.580055773483819
official_property_contribution,89,bit_89,5012,24988,0.6145924978100359,0.5731285259120645,0.034536724326216905,-0.006927247571754447,-0.04146397189797135,0.04146397189797135,0.580055773483819
official_property_contribution,90,bit_90,11902,18098,0.5998993005692528,0.5670058420344414,0.0198435270854338,-0.013049931449377605,-0.032893458534811404,0.032893458534811404,0.580055773483819
official_property_contribution,91,bit_91,12526,17474,0.5918336019614252,0.5716129968150256,0.011777828477606223,-0.00844277666879334,-0.020220605146399562,0.020220605146399562,0.580055773483819
official_property_contribution,92,bit_92,16306,13694,0.5678345077289532,0.594608129216172,-0.012221265754865818,0.014552355732353028,0.026773621487218846,0.026773621487218846,0.580055773483819
official_property_contribution,93,bit_93,7625,22375,0.5778718088369984,0.580800029592512,-0.0021839646468205798,0.0007442561086929977,0.0029282207555135775,0.0029282207555135775,0.580055773483819
official_property_contribution,94,bit_94,12602,17398,0.5843818151071714,0.5769222652335898,0.004326041623352372,-0.0031335082502291778,-0.00745954987358155,0.00745954987358155,0.580055773483819
official_property_contribution,95,bit_95,21918,8082,0.5719498185737449,0.60203873806177,-0.008105954910074042,0.021982964577951014,0.030088919488025057,0.030088919488025057,0.580055773483819
official_property_contribution,96,bit_96,3416,26584,0.5684863529719449,0.5815424248706893,-0.01156942051187404,0.001486651386870319,0.01305607189874436,0.01305607189874436,0.580055773483819
